id,subject_id,mturk_id,task_type,gender,race,education_level,cognitive_reflection_1,cognitive_reflection_2,cognitive_reflection_3,rgpts_ref_1 ,rgpts_ref_2,rgpts_ref_3,rgpts_ref_4,rgpts_ref_5,rgpts_ref_6,rgpts_ref_7,rgpts_ref_8,rgpts_per_1,rgpts_per_2,rgpts_per_3,rgpts_per_4,rgpts_per_5,rgpts_per_6,rgpts_per_7,rgpts_per_8,rgpts_per_9,rgpts_per_10,paranoia_score,referential_group,persecution_group,What do you think the partner game was testing?,"Did you use any particular strategy or strategies? If yes, please describe.",Did you find yourself switching strategies over the course of the game?,Did any of the partners deliberately sabotage you?,Do you have any comments or feedback about the game or this survey?,wsr_avg,mu02_avg,mu03_avg,kappa_avg,omega2_avg,omega3_avg
437,E199,A2EELTS09HUTSF,social,Male,Black or African American,"Associate degree (e.g., AA, AS)",10,10,24,0,1,0,0,2,4,4,0,3,0,0,0,1,0,0,0,0,0,0.833333333,low,low,The imagination that someone is on the other side,none was needed specificallt,Can not recall,1,,0.659574468,0.003287867,0.992132024,0.609823606,-1.691689197,-1.975357703
438,E200,A20KXK7KP35JOD,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",10,100,24,3,2,1,2,3,2,3,2,3,4,3,2,1,2,0,2,1,2,2.111111111,high,high,this game is very good ,no,no,-3,nice study i am like this game study ,0.534701114,-0.003377671,0.995976889,0.616112096,-1.537271416,-1.962480862
439,E201,A1ESLDCYJIENVI,social,Male,"Asian,Black or African American","Some college or university, no degree",5,5,47,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,How people think about teamwork,No,"No, I consistently just tried to find the teammate that would give me the highest points",1,No,0,-0.125258944,-0.350760446,0.497515593,1.986983864,0.660013847
440,E202,A1NSHNH3MNFRGW,social,Male,White,"Associate degree (e.g., AA, AS)",10,100,24,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,low,low,I think the game was testing if I could recognize patterns. There seem to be changing patterns as the game went on.,"I just picked the one that gave me the 100 until it changed to -50 then moved to the next one and kept moving around. Once I found the 100, I would stay on that one till it changed back to -50 then I moved.","No, I pretty much kept to the same strategy other than when I noticed that the 100 was changing people more often so I would bite the bullet by staying on one -50 person and see if they changed back.",-2,N/A,0.023255814,-0.060266326,-1.537022762,0.458210183,2.09910813,-0.549251566
441,E203,A2C7TMRC2QHTIW,social,Male,Asian,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0.444444444,low,low,It was testing decision making.,I tried to find patterns.,"No, I continuously searched for patterns.",-1,n/a,0.106331169,-0.313410898,-1.232739954,0.483383936,1.058064345,-0.379279057
442,E204,A3UD7T1L80TCR3,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",10,100,24,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,Confidence level with peers and assistance,I tried but everything I thought one of them was going to come through I was hit with -50,"After the first -50 I went to the next person, I wanted to cut my losses.",2,None at this time.,0.038461538,-0.068970285,-0.073003981,0.455012645,2.50935528,-0.709995292
443,E205,A5NE8TWS8ZV7B,social,Female,Asian,"Associate degree (e.g., AA, AS)",0.05,100,47,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,high,high,i don't know,I stayed with the same person usually until they betray me twice.,no,2,none,0,-0.192052378,-1.331978389,0.527574703,1.217485431,0.585603344
444,E206,A3SITQVLF6JA08,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.166666667,low,low,My views on when to change my opinion and how long it takes me to accept that something has changed,I basically stuck with someone who continually had 100 until they started getting more than 50% of -50,I stuck with my strategy for the entirety of the game,-2,,0,-1.233153091,-3.671666817,0.426226147,0.349085641,-1.826383619
445,E207,A2GXLM74C7BDI8,social,Female,White,"Some college or university, no degree",10,100,24,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0.277777778,low,low,"I believe it was, as a whole, trying to look into participants' decision-making strategies (for example, did the color of the potential classmate make a difference? Did they try to discover patterns?). Along these lines, I think it was also looking into how participants' improvised when faced with continuous failures (when points were subtracted).","I began by choosing each classmate once, to try to get a better idea of who was more trustworthy. When a classmate ended up failing to help me, I would see if there was a pattern (i.e., when suddenly the blue classmate began not helping, I sometimes noticed that the black classmate began to help).","To some extent, but only when I noticed patterns (for example, if I noticed that one classmate seemed to help consecutively in groupings of 4-5 decisions, I would try switching to the other classmate who seemed to help when the other did not (i.e., on the 5th or 6th decision).",2,None at this time. Thank you for the opportunity to participate!,0.240485383,-0.003503951,0.967204885,0.62983691,-1.222289283,-1.909427298
446,E208,A3FBC5W56LKQXL,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Whether I could pick a good partner based on constant feedback.,I stayed with a partner as long as they came up 100; I would swith if they were -50.,"No, Istayed with that one.",-1,"No, thank you.",0,-0.074100756,-0.633685405,0.463467547,2.2620314,0.429975453
447,E209,A1TOER30AQUY2F,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,24,3,1,1,2,2,3,0,2,2,1,4,2,3,2,1,4,3,2,2.111111111,low,high,Answer questions about emotions.,NO,No,-2,,0.27240566,-0.02053241,-0.919250759,0.472125736,1.139059553,-0.63326196
448,E210,A1BIJGB7XA0GME,social,Female,White,"Associate degree (e.g., AA, AS)",10,5,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,o confident a person was in their choices or if they would change if right away if they got the negative sign.,I just stayed with the same figure until I got -50 2 times in a row then chose another figure until I got the 100 sign ,no used same strategy,1,none,0.009259259,-0.55459203,-1.823389867,0.43384067,1.198963702,0.380136259
449,E211,AOVRS1Q4EMNRS,social,Male,Black or African American,"Associate degree (e.g., AA, AS)",0.05,100,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,randomness,no,no,0,,0,-0.361265525,-1.642144947,0.483436358,0.774895996,0.18921383
450,E212,A1SP3GBRZKMWZJ,social,Male,White,"High school degree or equivalent (e.g., GED)",10,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,my skill of making the right choice,none. just luck,no,-3,it was fun.had a good time.,0.066975881,-0.467803986,-0.60094741,0.479958663,1.332953961,-0.393207302
451,E213,A3RKG5PZN97RD5,social,Female,White,"Associate degree (e.g., AA, AS)",1.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,probability and whether or not I would stick with my choice,no,no,-2,no feedback,0.0625,0.001161694,-0.017849137,0.476011435,2.244620793,-0.776449696
452,E214,AIGUVMQQYYKMN,social,Male,White,"High school degree or equivalent (e.g., GED)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,If I could find the best solution.,Just trying to find the person that would benefit me more.,No.,-1,No,0,-0.492902194,-1.635611092,0.473740514,1.115885905,0.4114531
453,E215,A2IC4IMH7G9UKU,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,47,3,0,1,0,0,1,2,0,0,0,2,0,0,0,2,0,0,0,0.611111111,low,low,People's trust in others to continuously come through for them,I stuck with people who never did me wrong much,no,-2,,0.092353525,-0.037632585,-0.463261427,0.474715297,2.118787206,-0.379859303
454,E216,A115UFR6VA6OM1,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.9,5,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,how to figure out to win the most points,"if i got negative value, i would try a different person","no, stayed the same",-2,no,0.008064516,-0.28040959,-2.19497405,0.458900998,1.117288629,-0.160548007
455,E217,AOP9WB55GYGL7,social,Male,White,"High school degree or equivalent (e.g., GED)",0.05,5,47,2,2,4,3,3,2,4,1,1,0,3,1,1,3,2,1,0,0,1.833333333,high,high,Peoples abilitys to guess the right worker with out knowing anything about them.,I tried to click the one I saw winning more often.,no,-2,This was fun and interesting study.,0.112553191,0.043863155,0.69198503,0.555535828,0.531158153,-0.717612954
456,E218,A2GZ468WSRF7WJ,social,Female,Black or African American,"Doctorate or professional degree  (e.g., PhD, MD, JD)",0.1,100,24,3,4,3,2,1,2,3,2,2,3,2,3,2,3,2,3,2,3,2.5,high,high,i like this game,NO,YES,2,NO,0.664285714,0.00199926,1.000076753,0.602227837,-1.92288067,-1.995654515
457,E219,A1LE6AUI3CJNIT,social,Male,Other,Less than a high school diploma,10,5,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,How long it takes people to switch partners after they start doing bad.,Tried to switch after 2 consecutive negative outcomes.,Not really.,-3,,0.051666667,-0.314218403,-1.604820099,0.485304947,0.773350673,0.359806287
458,E220,A5OT4KL6H0A9L,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.1,100,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,high,high,Our psychology game test.,None,None,2,Like a nice survey.,0.067982456,0.065924241,-0.902510532,0.45280372,2.404393849,-1.414303004
459,E221,A2ASTDMWBCFIP0,social,Female,Black or African American,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.111111111,low,low,"Even on a bad day, how much would stick with someone that has been by your side for the longest.","I stuck to the middle partner the most because he was giving me consistent results. I bounced around a bit when he fell off more than once, but I ultimately came back to the middle partner.",Not really. I just tried to stick with the middle partner as much as possible.,1,Great game and survey! Thank you for the opportunity!,0,-0.419783776,-1.356600119,0.4979716,0.942797045,0.426183065
460,E222,AZHW79PH959WU,social,Female,American Indian or Alaska Native,"Associate degree (e.g., AA, AS)",0.1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How one makes decisions when given choices.,I stuck with the one one in the middle mostly.,No,-3,No,0,-0.131530919,-1.739445171,0.484071955,1.529930718,-0.006503791
461,E223,A3G479CZZJOSJ2,social,Female,Black or African American,"Master's degree (e.g., MA, MS, MEd)",10,100,24,2,1,3,2,3,2,4,3,2,1,3,2,3,4,2,3,2,3,2.5,high,high,good game testing ,no,no,-3,good study i am like this game study ,0.639825581,0.002237986,0.991001887,0.60439023,-1.83820271,-1.991922284
462,E224,A3MF31JQ350ABS,social,Female,White,"Associate degree (e.g., AA, AS)",5,100,24,0,0,1,2,2,1,3,3,1,0,3,0,0,0,1,1,0,0,1,low,low,How you change your mind or if you stick with something,stayed with the 100 until it changed and then changed my character,no,1,,0.029411765,-0.000800823,0.125658728,0.504141472,2.198399208,0.56655287
463,E225,A3FGT6EU39C6S4,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I am not sure what it was testing.,Click the one that continued to give me positive points.,No.,-2,A3FGT6EU39C6S4,0.026315789,-0.392245969,-1.521076834,0.4751356,1.067598349,-0.601201606
464,E226,ACTBJYB46CJO3,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",The paper clip costs ten cents.,It would take 100 minutes.,It would take 24 days.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I think it was testing your memory of which figure was more likely to score 100 more often than the others.,"I tried alternating my choices each time a  ""-50"" would show up.",Yes. I found one character seemed to score the 100 more often than the others.,-1,It was interesting and engaging.,0.043103448,0.037048274,-0.233395186,0.387006614,2.165173442,-0.236785125
465,E227,A23PQPECIUVKHC,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,I do not know,no,no,0,no,0.018181818,-0.202734292,-1.099279272,0.496090054,1.428413191,0.280712835
466,E228,AGNYQM1O874LT,social,Female,Black or African American,"Master's degree (e.g., MA, MS, MEd)",10,,47,3,3,4,3,4,4,2,3,3,4,4,3,4,4,3,4,3,4,3.444444444,high,high,people to work with and then answer questions about your beliefs and emotions,,,2,,0.307359307,-0.017311661,0.98750322,0.61853609,-1.363926941,-1.932203943
467,E229,AZZA3J049G7R5,social,Female,Asian,"Bachelor's degree (e.g., BA, BS)",5,5,47,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1.277777778,low,high,Probably something to do with loyalty,just tried to see who would give 100 points,no,0,Thank you!,0.019132653,-0.068529268,-0.794744934,0.452922021,1.774784591,0.20439222
468,E230,AK4P9U9NS9DQF,social,Male,Other,"High school degree or equivalent (e.g., GED)",10,I decline the question,24,0,1,1,3,2,0,2,1,2,1,4,0,0,1,,0,2,0,1.176470588,low,low,How well I respond to change,I tried to look at patterns if I saw something work I would stick to it until I lost 50 points ,no,1,none,0.010416667,-0.049438957,-0.103726865,0.418982702,3.059924462,-1.279115521
469,E231,AI4AO0O0WIJF7,social,Female,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.111111111,low,low,I think it was testing peoples' ability to adapt and pay attention.,"I switched to a different person if I got 2 losses in a row, if the one I chose is also a loss I would then check the third.","No, I pretty much did the same thing the whole time.",1,The game was interesting and kind of fun.,0.010416667,-0.952335362,-2.359001932,0.454278694,0.711799512,-0.118538961
470,E232,A2OROMUVBD1NVC,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,2,1,2,2,1,2,2,2,2,0,1,2,2,0,2,2,2,2,1.611111111,low,high,I think it was testing how long people would stick with a worker who was under-performing before turning to another worker instead.,"Yes, I switched when a worker struggled for two tasks in a row or too many alternate tasks.",no,-2,none,0,-0.372430695,-4.129709751,0.444693996,-0.0551805,-1.646021544
471,E233,ASVRLMDNQBUD9,social,Male,White,"Associate degree (e.g., AA, AS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,"If I was willing to give someone a second chance, or how quick I would jump ship so to speak.","I gave a second chance just in case they were ""having a bad day"".",after 25% I started giving a second chance if I saw -50 points.,-2,"Nothing I can really think of off the top of my head, and thanks for asking.",0.009615385,0.167993448,-1.507582471,0.503282239,1.400744206,-0.23988586
472,E234,A2BCNRHZU9V7C4,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.166666667,low,low,To study how patient people are.  ,No.,No.,0,No.,0,-0.052283005,-0.687470675,0.490701571,1.477271406,0.845225894
473,E235,AG2YM9OWQP690,social,Female,White,"Bachelor's degree (e.g., BA, BS)",0.1,100,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.111111111,low,low,see how many times we would accept -50 before changing our mind. ,I kept going with one that won if I got -50 tried one more time if -50  than go to another person until -50,Not really kept with winning one unless negative more than 2 times. ,-3,it was a lot of fun and I really wanted to do  a good job and be top 25%,0,-0.975079165,-1.337938422,0.518665246,0.768087251,-0.048226555
474,E236,A1RHT4O55JQC2C,social,Female,White,"Some college or university, no degree",10,I'm not sure,47,0,0,0,2,2,2,4,0,3,0,0,0,0,0,0,0,3,4,1.111111111,low,low,How you shift your needs based on reliability ,If they had a bad outcome 2 times in a row I would move to someone else,No,1,No comments,0.059473684,-0.052613502,0.954576255,0.628905946,-1.184523572,-1.88604836
475,E237,A1E235KE3CSO7H,social,Female,White,"Bachelor's degree (e.g., BA, BS)",5,5,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,"Risk-taking as it relates to emotions, personality type, and analytical thinking.",I simply changed my choice if it went to -50 and staying with the choice if I kept getting 100,I did not switch strategies.,-3,Good luck with your research!,0.008196721,0.243865972,-0.66381325,0.435802863,2.179025332,-1.037651839
476,E238,A3JI3B5GTVA95F,social,Male,White,"High school degree or equivalent (e.g., GED)",5,5,47,0,1,0,0,1,0,0,0,,0,0,3,0,0,3,0,4,1,0.764705882,low,high,Perhaps how quickly people will move on to another partner when one starts resulting in negative points.,"I just went by selecting the individual who seemed to give positive results, and then trying others when that one became negative.",I don't think so.,0,"Thank you for the opportunity and bonus potential. Some of the questions in the survey portion were irrelevant to me, such as questions about children (not applicable), or like going shopping (I only leave the house to go to the bank).",0,-0.457757282,-3.013067216,0.431509844,0.79531909,-1.111668096
477,E239,AUTYWXILTACCR,social,Male,White,"Some college or university, no degree",5,5,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.166666667,low,low,Ability to pick the best option out of a series of options,no,I just tried to guess which one was gonna help me the most,-2,,0.008196721,0.03492835,-1.806091543,0.412191404,1.905963838,-0.557297055
